Timestamp IST,Coin,Side,Closed PnL
03-02-2025 08:07,@107,SELL,20.596691
17-02-2025 07:21,HYPE,SELL,2.827797
21-12-2024 11:46,@107,SELL,27.998928
10-04-2025 02:21,BTC,SELL,0.0
26-11-2024 17:21,SOL,BUY,0.0
08-04-2025 16:44,PENDLE,BUY,0.0
20-12-2024 20:59,@107,BUY,0.0
28-04-2025 16:10,BTC,SELL,1.149132
23-04-2025 21:20,BTC,BUY,0.05547
09-04-2025 19:14,ETH,BUY,17.53475
10-12-2024 02:50,TAO,BUY,131.64411
03-02-2025 08:44,BTC,BUY,0.0
23-05-2024 17:13,kBONK,SELL,0.0
22-04-2025 07:27,HYPE,SELL,0.0
19-03-2025 06:05,HYPE,SELL,0.0
19-02-2025 12:24,@107,SELL,16.455207
19-03-2025 13:59,BTC,SELL,0.10912
16-11-2024 23:55,ETH,SELL,-2.871
29-03-2025 04:09,HYPE,SELL,0.000957
14-03-2025 01:22,HYPE,BUY,0.0
12-03-2025 01:12,HYPE,SELL,141.93722
23-04-2025 00:01,BTC,SELL,-2.77612
30-04-2025 02:17,SOL,BUY,0.0
01-01-2025 13:07,BTC,SELL,0.0
16-12-2024 05:35,HYPE,BUY,28.107415
08-04-2025 20:47,@142,BUY,0.0
26-03-2025 18:57,HYPE,BUY,0.0
25-02-2025 06:04,HYPE,BUY,0.0
18-04-2025 08:27,HYPE,BUY,0.08134
06-03-2025 23:58,HYPE,BUY,0.0
11-04-2025 23:48,BTC,BUY,0.0
10-04-2025 15:49,OM,SELL,17.867904
16-04-2025 22:39,BTC,BUY,0.0
24-04-2025 01:11,BTC,BUY,0.0
24-02-2025 07:04,HYPE,BUY,0.0
24-02-2025 18:53,HYPE,SELL,1.726
29-01-2025 03:59,FARTCOIN,SELL,0.0
21-04-2025 12:36,@152,SELL,0.00858
23-02-2025 09:36,ZEREBRO,SELL,0.043615
31-01-2025 04:17,W,SELL,0.0
07-02-2025 22:11,BTC,SELL,0.027525
01-12-2024 19:44,@107,SELL,137.173567
24-02-2025 19:01,HYPE,SELL,2.106
18-04-2025 08:15,HYPE,SELL,0.0
23-04-2025 06:37,@151,SELL,25.918797
28-03-2025 12:23,ADA,BUY,0.0
23-04-2025 15:29,FARTCOIN,BUY,0.0
26-03-2025 20:53,HYPE,BUY,81.931724
03-04-2025 03:04,RSR,SELL,3.879738
13-04-2025 02:29,SOL,SELL,0.0
16-04-2025 20:15,@107,SELL,1.374154
27-04-2025 11:46,HYPE,BUY,0.0
24-02-2025 12:42,HYPE,BUY,0.0
21-05-2024 00:59,ETH,BUY,0.0
05-03-2025 08:10,HYPE,SELL,136.107202
12-03-2025 14:09,@107,SELL,7.251702
06-02-2024 01:26,BTC,BUY,73.128891
06-02-2025 21:19,HYPE,BUY,485.594215
19-12-2024 03:03,HYPE,SELL,0.004621
22-04-2025 19:46,BTC,SELL,0.0
12-11-2024 10:41,DOGE,SELL,0.0
02-03-2025 21:00,SOL,SELL,28.6728
06-04-2025 20:45,HYPE,SELL,34.210736
15-02-2025 00:36,HYPE,BUY,0.0
12-03-2025 15:02,HYPE,SELL,6.1047
17-12-2024 17:20,PURR/USDC,BUY,0.0
23-04-2025 06:11,kPEPE,BUY,-36.133248
28-03-2025 18:18,HYPE,SELL,1.046153
26-04-2025 07:05,FTT,SELL,0.0
24-02-2025 20:23,HYPE,BUY,0.0
04-12-2024 03:43,HBAR,BUY,12.088064
06-03-2025 18:36,BTC,BUY,0.0
04-04-2025 20:11,FARTCOIN,SELL,0.0
07-03-2025 20:39,HYPE,SELL,87.765418
05-03-2025 17:13,HYPE,BUY,47.585856
08-02-2025 22:44,ONDO,SELL,0.06662
21-12-2024 12:20,@107,SELL,1195.335778
08-02-2025 01:33,ONDO,BUY,0.0
24-02-2025 18:55,HYPE,SELL,10.939412
14-04-2025 08:03,SOL,SELL,0.0
08-01-2025 12:20,PURR,SELL,0.0
11-04-2025 23:09,ETH,SELL,0.0
09-02-2025 10:57,ETH,BUY,31.5856
22-04-2025 16:41,FARTCOIN,SELL,0.0
24-02-2025 18:53,HYPE,SELL,5.855616
12-12-2024 11:33,@107,SELL,35.406758
26-03-2025 08:52,HYPE,SELL,-7.462
05-03-2025 11:34,@107,BUY,0.0
18-02-2025 03:52,HYPE,SELL,0.01548
09-04-2025 18:55,ETH,BUY,3.1533
12-12-2024 18:55,@107,SELL,264.077356
07-03-2025 06:36,HYPE,SELL,0.260985
19-12-2024 17:43,@107,SELL,511.914
21-01-2025 21:51,PURR/USDC,BUY,0.0
23-11-2024 21:53,APE,BUY,21.50325
10-01-2025 05:11,AI16Z,BUY,11.557199
21-12-2024 06:47,HYPE,SELL,334.42626
03-04-2025 15:24,HYPE,BUY,0.0
19-02-2025 10:15,@107,BUY,0.0
27-05-2024 19:03,W,SELL,0.0
20-02-2025 05:01,SEI,SELL,3.6888
10-02-2025 07:44,JELLY,BUY,0.0
09-04-2025 19:33,HYPE,SELL,16.866922
10-01-2025 07:59,BTC,SELL,0.0
24-02-2025 19:03,HYPE,SELL,33.54
25-04-2025 08:21,BIO,SELL,2.681593
16-02-2025 23:46,HYPE,SELL,0.143838
23-02-2025 19:26,HYPE,BUY,22.30272
10-03-2025 06:26,HYPE,SELL,8.89328
13-04-2025 04:33,POPCAT,BUY,-15.493324
13-03-2025 12:30,HYPE,SELL,12.72824
14-12-2024 17:25,HYPE,SELL,0.0
20-12-2023 20:02,SEI,BUY,0.0
12-03-2025 14:50,HYPE,BUY,0.0
19-02-2025 10:15,@107,BUY,0.0
02-04-2025 18:22,HYPE,SELL,41.985
10-03-2025 14:02,HYPE,BUY,0.0
01-05-2025 10:20,@107,SELL,30.775505
09-04-2025 23:06,FARTCOIN,BUY,-63.784404
14-03-2025 09:47,HYPE,SELL,2.340892
03-01-2025 20:03,FARTCOIN,SELL,0.0
03-02-2025 05:02,PURR/USDC,BUY,0.0
25-02-2025 04:04,ETH,SELL,0.0
12-03-2025 00:25,SOL,BUY,2.15832
05-02-2025 08:04,@107,SELL,9.743147
26-03-2025 19:13,HYPE,SELL,-228.25055
17-03-2025 23:09,JELLY,BUY,62.224118
10-12-2024 14:23,@107,BUY,0.0
25-02-2025 09:33,@107,SELL,-5.402862
10-03-2025 04:05,SOL,SELL,8.135412
23-04-2025 13:53,TAO,SELL,0.09044
18-02-2025 04:38,@107,BUY,0.0
10-04-2025 20:53,BTC,BUY,0.146908
26-12-2024 05:57,@107,BUY,0.0
17-12-2024 08:37,ETH,SELL,0.0
20-10-2024 18:00,WLD,BUY,11.0558
24-02-2025 19:00,HYPE,SELL,2.029892
21-12-2024 21:05,@107,SELL,29.504702
19-03-2025 18:46,BTC,SELL,13.8944
15-02-2025 00:17,HYPE,SELL,25.506168
25-02-2025 03:40,HYPE,BUY,0.0
08-01-2024 00:24,NTRN,BUY,0.0
04-03-2025 07:05,HYPE,BUY,0.0
20-12-2024 20:51,@107,BUY,0.0
24-02-2025 17:22,HYPE,SELL,-1.653472
22-02-2025 16:28,IP,BUY,0.0
01-05-2025 01:17,@107,BUY,0.0
07-04-2025 20:32,XRP,SELL,0.0
15-03-2025 01:25,BTC,SELL,0.0
22-04-2025 20:36,ETH,SELL,0.0
17-12-2024 18:36,@125,BUY,0.0
19-01-2025 18:21,ONDO,SELL,5.034992
14-02-2025 21:46,BTC,BUY,0.0
26-04-2025 06:28,@107,SELL,-6.167404
16-01-2025 05:14,FTT,SELL,0.0
10-12-2024 15:35,@107,SELL,1.591277
10-03-2025 20:38,HYPE,SELL,81.50896
25-02-2025 05:23,HYPE,BUY,0.0
02-04-2025 18:22,HYPE,SELL,9.75429
12-02-2025 22:30,BTC,SELL,25.90866
01-12-2024 20:36,SOL,SELL,2.46
04-04-2025 19:24,HYPE,SELL,0.958352
18-02-2025 21:11,HYPE,BUY,143.434074
19-02-2025 10:51,HYPE,BUY,0.0
13-03-2025 13:18,HYPE,BUY,0.0
07-02-2025 20:59,ONDO,BUY,0.0
29-10-2024 07:52,BTC,SELL,0.0
17-12-2024 12:12,@107,SELL,1943.138064
05-02-2025 03:47,ETH,BUY,23.7413
04-02-2025 19:44,MELANIA,SELL,0.0
29-03-2025 12:59,@107,SELL,-1.987017
21-02-2025 11:03,HYPE,SELL,0.0
04-02-2025 15:16,VINE,BUY,0.0
19-03-2025 19:39,ETH,SELL,0.42718
07-04-2025 09:43,BTC,BUY,0.0
08-01-2025 18:54,SOL,SELL,3.041686
18-11-2024 21:27,ETH,SELL,-0.049
29-04-2025 00:35,BTC,BUY,0.0
07-04-2025 19:19,BTC,BUY,0.0
13-02-2025 03:52,@107,SELL,170.127203
29-04-2025 22:39,WLD,BUY,-62.2045
12-03-2025 14:50,HYPE,BUY,0.0
12-03-2025 14:46,HYPE,BUY,0.0
14-03-2025 09:41,HYPE,SELL,0.329
26-04-2025 06:25,@107,SELL,-4.819638
27-03-2025 07:02,HYPE,BUY,0.0
03-12-2024 19:05,BTC,BUY,0.0
25-11-2024 21:15,DOGE,BUY,0.0
11-02-2025 02:21,BTC,SELL,55.352988
19-04-2025 12:46,HYPE,SELL,0.0
11-03-2025 05:55,HYPE,BUY,0.0
10-01-2025 19:10,HYPE,BUY,0.0
21-04-2025 04:00,FARTCOIN,SELL,0.0
13-02-2025 23:53,POPCAT,SELL,0.0
30-04-2025 18:45,@107,BUY,0.0
27-05-2024 01:25,kPEPE,SELL,0.0
13-08-2024 05:30,@15,SELL,0.0
25-10-2024 01:16,BTC,SELL,179.583723
11-03-2025 06:18,HYPE,BUY,0.0
28-02-2025 23:15,HYPE,BUY,0.0
12-04-2025 04:58,BTC,SELL,0.0
17-07-2024 16:35,WLD,BUY,0.186898
03-04-2025 15:24,HYPE,BUY,0.0
18-02-2025 23:28,HYPE,BUY,548.802772
03-02-2025 09:42,@107,BUY,0.0
07-03-2025 06:36,HYPE,SELL,8.504715
29-01-2025 03:59,FARTCOIN,SELL,0.0
12-02-2025 18:53,BTC,BUY,0.0
10-03-2025 04:36,SOL,BUY,0.0
07-03-2025 01:24,SOL,BUY,0.0
21-04-2025 02:17,BTC,SELL,121.321718
22-04-2025 21:19,BTC,BUY,0.0
30-12-2024 18:08,VIRTUAL,BUY,1.29996
29-03-2025 00:48,HYPE,BUY,0.0
19-12-2024 13:58,@107,BUY,0.0
09-12-2024 12:58,ENA,BUY,3.853778
24-04-2025 03:34,TRUMP,BUY,0.0
12-04-2025 03:26,ETH,BUY,1.024
05-01-2024 21:32,ETH,BUY,0.0
04-01-2025 20:38,ETH,SELL,0.0
27-01-2025 18:23,@107,SELL,-12.086808
24-01-2025 04:29,BTC,SELL,283.159908
26-03-2025 12:11,HYPE,SELL,6.24232
21-03-2025 19:28,HYPE,SELL,0.597312
25-02-2025 13:22,@107,SELL,149.79412
10-03-2024 00:25,WLD,BUY,0.2004
23-12-2024 20:00,@107,BUY,0.0
10-03-2025 20:40,HYPE,SELL,11.43287
23-04-2025 09:48,HYPE,SELL,0.0
11-03-2025 07:38,SOL,SELL,0.0
31-01-2024 03:38,ETH,BUY,0.0
24-02-2025 18:55,HYPE,SELL,7.304
19-12-2024 13:18,@107,SELL,14.960927
20-03-2025 16:50,HYPE,SELL,-0.35632
17-12-2024 11:27,HYPE,SELL,25.031517
28-01-2025 18:59,@107,BUY,0.0
11-03-2025 23:43,JELLY,BUY,13.11075
06-02-2025 21:19,HYPE,BUY,52.8885
29-03-2025 18:39,HYPE,SELL,5.047822
21-02-2025 04:24,BERA,SELL,222.360228
11-04-2025 19:09,BTC,SELL,0.0
08-04-2025 12:15,@107,BUY,0.0
04-04-2025 14:37,HYPE,SELL,-1.734882
19-04-2025 23:29,BTC,SELL,0.03891
21-02-2025 20:55,BTC,BUY,0.0
29-05-2024 16:46,WLD,BUY,2.66192
25-02-2025 00:53,HYPE,BUY,0.0
06-04-2025 14:27,ARK,SELL,0.056115
06-02-2025 19:07,HYPE,BUY,0.0
14-03-2025 09:48,HYPE,SELL,2.719809
10-04-2025 00:09,PAXG,BUY,-0.92624
24-04-2025 17:23,@151,SELL,0.00915
23-11-2024 18:02,APE,SELL,0.0
21-11-2024 20:37,kPEPE,SELL,-0.090972
02-03-2025 23:51,YGG,BUY,1.79102
25-02-2025 05:41,HYPE,BUY,0.0
12-04-2025 04:55,BTC,SELL,0.0
22-02-2025 01:00,JELLY,SELL,2.891626
17-02-2025 06:41,HYPE,BUY,0.91332
22-04-2025 21:22,FARTCOIN,SELL,0.0
22-04-2025 21:23,PAXG,BUY,-213.100716
30-04-2025 19:21,@142,BUY,0.0
25-04-2025 15:05,SUI,SELL,0.0
03-02-2025 04:15,ETH,SELL,82.476
21-12-2024 21:53,@107,BUY,0.0
23-04-2025 19:43,ZEREBRO,SELL,0.0
07-04-2025 20:04,XRP,BUY,22.87488
19-12-2024 02:02,@107,BUY,0.0
20-12-2024 20:26,@107,SELL,1.210233
20-01-2025 05:01,AI16Z,SELL,4.606575
03-04-2025 15:24,HYPE,BUY,0.0
07-03-2025 06:15,SOL,BUY,0.0
25-02-2025 03:40,HYPE,BUY,0.0
19-02-2025 04:41,HYPE,SELL,0.89208
13-03-2025 04:28,BTC,SELL,1121.921161
22-03-2025 04:29,HYPE,SELL,0.0
20-02-2025 04:31,HYPE,SELL,3.840848
04-03-2025 16:07,HYPE,SELL,-0.939708
10-03-2025 23:00,HYPE,BUY,0.0
07-03-2025 21:30,SOL,BUY,0.0
26-01-2025 01:32,JUP,SELL,0.0
29-04-2025 01:11,BTC,SELL,16.993884
29-01-2024 00:25,BTC,SELL,0.0
05-03-2025 21:57,HYPE,BUY,0.0
23-04-2025 22:09,MELANIA,BUY,390.570992
15-04-2025 15:04,BTC,SELL,0.0
29-05-2024 13:43,BTC,SELL,0.0714
26-02-2025 18:41,@107,SELL,12.199373
29-01-2025 05:30,FARTCOIN,BUY,48.325683
26-03-2025 17:41,SOL,BUY,0.0
25-02-2025 13:24,@107,BUY,0.0
22-01-2025 09:43,HYPE,SELL,0.0
18-01-2025 19:34,BTC,SELL,227.612532
09-02-2025 03:12,TNSR,SELL,0.0
25-02-2025 07:24,HYPE,BUY,0.0
29-04-2025 00:35,BTC,BUY,0.0
28-11-2024 00:41,SOL,BUY,0.0
19-12-2024 11:09,@107,SELL,0.059631
28-02-2025 08:01,SUI,BUY,0.0
14-03-2025 08:09,HYPE,SELL,115.56465
19-01-2025 15:37,@107,SELL,15.295667
06-02-2024 01:33,ETH,BUY,0.0
20-02-2025 01:00,HYPE,SELL,0.0
15-04-2025 21:19,BTC,SELL,912.8064
07-01-2025 23:40,XRP,BUY,-0.516645
23-11-2024 00:56,kPEPE,BUY,0.0
10-03-2025 20:22,HYPE,BUY,0.0
09-02-2025 21:37,PENDLE,SELL,0.650349
13-04-2024 00:05,MEME,SELL,13.2741
14-03-2025 09:45,HYPE,SELL,1.905633
10-04-2025 23:09,FARTCOIN,BUY,0.04621
11-02-2025 15:15,@107,BUY,0.0
18-12-2024 19:00,HYPE,BUY,0.0
25-02-2025 04:59,HYPE,BUY,0.0
17-02-2025 08:54,@107,BUY,0.0
02-04-2025 17:30,HYPE,SELL,149.321406
17-12-2024 12:31,@107,BUY,0.0
03-02-2025 07:37,TAO,BUY,0.0
19-03-2025 21:33,HYPE,SELL,5.115294
31-03-2025 21:58,BTC,SELL,50.78112
14-12-2024 07:15,BTC,SELL,0.0
23-03-2025 21:36,TRUMP,SELL,2.633676
03-02-2025 07:14,ETH,BUY,0.0
21-03-2025 19:04,HYPE,BUY,0.0
30-04-2025 02:15,BTC,BUY,0.0
23-11-2024 20:12,ETH,SELL,0.0
12-02-2025 00:50,BTC,BUY,0.0
11-12-2024 16:38,@107,SELL,0.666444
11-03-2025 04:45,HYPE,BUY,0.0
10-04-2025 00:27,BTC,BUY,33.29089
20-02-2025 00:53,BTC,SELL,134.575
05-02-2025 01:23,BTC,SELL,-22.0428
10-04-2025 12:39,WLD,SELL,0.0
19-02-2025 10:59,HYPE,BUY,0.0
19-12-2024 20:51,PURR/USDC,BUY,0.0
07-04-2025 06:37,MELANIA,SELL,0.0
09-04-2025 23:29,PAXG,BUY,0.658048
04-02-2025 11:43,PENDLE,BUY,0.0
15-04-2025 21:17,BTC,SELL,0.465516
26-11-2024 16:42,SOL,SELL,1.258
23-04-2025 05:42,HYPE,BUY,0.0
20-04-2025 19:15,PAXG,SELL,0.0
20-06-2024 00:04,@4,SELL,0.0
21-12-2024 19:02,@107,BUY,0.0
20-04-2025 06:19,HYPE,BUY,1.720032
26-04-2025 06:31,@107,SELL,-0.724381
11-08-2024 20:22,@8,BUY,0.0
20-02-2025 01:29,HYPE,SELL,543.161696
12-03-2025 01:20,HYPE,SELL,163.994427
07-04-2025 19:48,XRP,BUY,-17.83926
06-01-2025 00:02,PURR/USDC,BUY,0.0
10-04-2025 20:59,SOL,BUY,0.0
12-02-2025 18:53,BTC,BUY,0.0
16-03-2025 22:58,BTC,SELL,7.188
24-02-2025 07:50,HYPE,BUY,0.0
23-04-2025 03:30,FARTCOIN,BUY,0.0
12-03-2025 15:33,HYPE,BUY,0.0
26-01-2025 00:49,AIXBT,SELL,0.0
23-04-2025 05:46,HYPE,BUY,0.0
16-12-2024 16:57,@1,SELL,13.485289
05-03-2025 14:55,HYPE,SELL,30.800112
09-03-2025 13:49,HYPE,BUY,0.0
26-02-2025 03:57,HYPE,BUY,0.02424
23-12-2024 11:13,@107,SELL,-13.617535
08-12-2024 08:39,SOL,SELL,0.0
10-02-2025 02:55,ME,BUY,15.786868
12-06-2024 16:43,IO,SELL,0.0
23-04-2025 03:04,POPCAT,SELL,0.0
20-01-2025 21:01,TRUMP,SELL,0.0
20-04-2025 01:46,@107,SELL,0.026074
14-12-2024 07:02,HYPE,SELL,5.084522
01-05-2025 07:06,SOL,SELL,2.158422
23-04-2025 18:38,VIRTUAL,BUY,-80.974485
14-04-2025 01:10,BTC,BUY,0.0
07-03-2025 03:41,HYPE,SELL,0.38181
19-12-2024 02:35,@107,BUY,0.0
26-01-2025 18:31,JUP,SELL,0.0
10-03-2025 22:47,HYPE,SELL,0.150528
31-01-2024 04:00,BTC,BUY,0.00793
03-02-2025 04:09,ETH,BUY,0.0
06-02-2025 21:11,HYPE,BUY,0.0
23-02-2025 19:26,HYPE,BUY,445.85662
19-02-2025 22:44,BTC,BUY,0.0
06-03-2025 19:01,HYPE,BUY,0.0
05-03-2025 08:10,HYPE,SELL,13.487562
15-12-2024 10:25,@107,BUY,0.0
31-01-2025 03:36,HYPE,BUY,4.726014
26-03-2025 10:10,HYPE,SELL,-10.172426
19-12-2024 13:52,@107,SELL,10.744482
03-01-2024 00:24,MATIC,BUY,0.0
04-03-2025 19:04,HYPE,BUY,0.0
21-12-2024 15:41,@107,BUY,0.0
02-04-2025 17:27,HYPE,SELL,38.411045
23-12-2024 08:56,ENA,BUY,4.350439
14-01-2025 14:42,@107,SELL,120.508616
13-12-2024 22:58,HYPE,SELL,17.84143
21-08-2024 13:03,AAVE,SELL,0.0
11-03-2025 05:53,MELANIA,SELL,15.897294
29-04-2025 18:32,BTC,BUY,0.0
02-02-2025 04:00,@107,BUY,0.0
10-03-2025 04:39,SOL,SELL,2.9424
04-02-2025 03:48,ETH,SELL,0.0
11-12-2024 17:13,@107,SELL,2.731048
14-03-2025 09:47,HYPE,SELL,2.332506
15-12-2024 17:35,@107,BUY,0.0
02-03-2025 23:11,BTC,SELL,746.328
09-04-2025 23:12,SOL,SELL,0.0
24-01-2025 03:45,@107,BUY,0.0
17-04-2025 13:44,HYPE,SELL,0.0
15-02-2025 10:24,@107,BUY,0.0
24-04-2025 23:49,SOL,SELL,0.0
06-02-2025 20:39,@107,SELL,-0.759437
18-04-2025 18:16,TRUMP,SELL,0.0
31-10-2024 23:39,BTC,BUY,18.247054
20-12-2024 08:33,@107,SELL,-163.914174
27-02-2024 08:15,ALT,SELL,0.0
26-03-2024 17:35,NEAR,SELL,20.4347
03-02-2025 22:21,ETH,SELL,0.0
20-11-2024 23:49,SOL,SELL,-0.34
13-04-2025 02:00,BTC,SELL,0.051
21-04-2025 06:21,BTC,SELL,0.0
19-04-2025 20:05,HYPE,SELL,0.0
31-01-2025 22:01,MELANIA,SELL,0.0
04-02-2025 18:58,HYPE,SELL,0.0
25-02-2025 06:05,HYPE,BUY,0.0
13-12-2024 13:14,@107,BUY,0.0
29-03-2025 15:08,HYPE,BUY,0.0
20-12-2024 14:23,@107,BUY,0.0
05-03-2025 09:30,HYPE,BUY,9.628223
08-03-2025 04:39,SOL,BUY,0.0
11-12-2024 01:29,BTC,BUY,0.0
31-12-2024 20:11,PENGU,SELL,81.100152
26-03-2025 02:42,HYPE,BUY,0.725276
20-11-2024 21:18,SOL,SELL,3.9945
21-02-2025 13:18,HYPE,BUY,0.518903
19-12-2024 13:13,@107,SELL,0.718297
26-04-2025 03:35,@107,BUY,0.0
08-02-2025 02:19,@107,BUY,0.0
10-03-2025 02:04,SOL,BUY,0.0
23-04-2025 22:21,MELANIA,BUY,2.136204
15-08-2024 01:39,@8,BUY,0.0
13-02-2025 04:05,@107,SELL,94.970055
28-01-2025 13:17,@107,SELL,8.907794
01-05-2025 09:13,@107,BUY,0.0
24-04-2025 21:59,@142,SELL,40.422635
25-02-2025 02:09,IP,SELL,0.010611
14-03-2025 08:10,HYPE,SELL,0.67683
19-01-2025 05:25,@107,SELL,-21.892543
19-12-2024 13:19,@107,SELL,1.143404
11-12-2024 09:30,IO,SELL,0.0
21-04-2025 11:24,@153,SELL,0.000109
01-02-2025 02:46,DOT,BUY,0.0
18-12-2024 07:25,@107,BUY,0.0
22-04-2025 01:00,SOL,BUY,0.0
21-04-2025 17:51,BTC,BUY,-7.7508
01-05-2025 04:30,SOL,BUY,158.359253
14-03-2025 09:47,HYPE,SELL,0.199467
07-03-2025 01:24,SOL,BUY,0.0
24-03-2025 10:29,SOL,SELL,258.066015
10-02-2025 19:15,BTC,SELL,9.181215
13-01-2025 12:18,HYPE,BUY,0.0
13-12-2024 20:53,@123,BUY,0.0
23-12-2024 10:29,@107,BUY,0.0
06-02-2025 20:30,@107,BUY,0.0
16-03-2025 01:40,KAITO,BUY,-122.387472
26-01-2025 01:24,ENA,BUY,0.0
26-02-2025 18:42,@107,SELL,59.343299
13-01-2025 20:04,ZEREBRO,SELL,6.29775
22-03-2025 05:44,HYPE,SELL,0.0
29-03-2025 04:17,HYPE,SELL,0.000957
06-01-2025 00:02,PURR/USDC,BUY,0.0
07-03-2025 02:45,SUI,SELL,109.075015
21-04-2025 06:21,BTC,SELL,0.0
22-03-2025 00:08,JELLY,BUY,53.562451
14-04-2025 05:16,HYPE,BUY,0.0
09-02-2025 01:22,ME,SELL,0.0
20-08-2024 13:10,ETH,SELL,0.0
04-02-2025 03:42,ETH,SELL,0.0
28-04-2024 07:23,PURR/USDC,SELL,0.0
21-11-2024 20:29,kPEPE,SELL,2.114106
14-12-2024 09:00,@107,BUY,0.0
24-03-2025 08:56,TRUMP,SELL,19.236
01-05-2025 09:12,@107,BUY,0.0
27-02-2025 07:06,HYPE,SELL,0.0
18-03-2025 12:50,DYDX,BUY,0.0
18-04-2025 04:21,HYPE,BUY,7.663158
10-03-2025 06:33,HYPE,SELL,47.705376
10-03-2025 23:02,HYPE,BUY,0.0
15-02-2025 09:16,HYPE,SELL,0.0
25-04-2025 03:15,BTC,BUY,10.980864
23-04-2025 05:41,kBONK,SELL,0.0
19-02-2025 12:47,@107,SELL,14.92351
22-11-2024 23:41,kPEPE,BUY,0.0
04-04-2025 16:39,HYPE,BUY,0.0
12-04-2025 05:59,BTC,BUY,-4.62462
12-03-2025 01:02,HYPE,SELL,19.039398
26-03-2025 20:19,HYPE,BUY,64.26826
24-02-2025 13:50,HYPE,BUY,0.0
20-01-2025 02:55,BTC,BUY,273.237253
15-12-2024 02:38,HYPE,SELL,0.629004
28-04-2025 19:53,BTC,SELL,91.467412
22-04-2025 19:15,SOL,SELL,0.0
12-04-2025 23:07,APE,SELL,0.0
29-04-2025 06:25,HYPE,BUY,-1.356669
08-02-2025 14:57,ONDO,BUY,0.0
26-03-2025 19:43,HYPE,SELL,0.0
24-02-2025 19:02,HYPE,SELL,2.156
22-04-2025 15:55,kPEPE,BUY,-0.196425
17-07-2024 16:36,WLD,BUY,2.181725
19-12-2024 11:13,@107,SELL,0.115587
16-04-2025 21:53,BTC,SELL,0.0
19-04-2025 02:49,@107,SELL,0.022489
03-04-2025 20:21,SOL,BUY,0.0
22-01-2025 11:35,ANIME,SELL,-10.783212
01-02-2025 16:53,BTC,SELL,-0.00553
11-03-2025 06:21,TRUMP,BUY,9.632358
11-12-2024 09:59,@107,SELL,50.941869
31-01-2025 19:37,ENA,SELL,0.0
14-02-2025 19:55,HYPE,SELL,0.0
28-02-2025 09:16,VIRTUAL,BUY,131.293344
19-03-2025 12:51,HYPE,SELL,0.0
29-11-2024 23:24,PURR/USDC,SELL,409.406054
17-03-2025 07:24,MELANIA,SELL,0.0
12-03-2025 14:52,HYPE,BUY,0.0
29-02-2024 05:39,kBONK,SELL,0.0
19-12-2024 13:16,@107,SELL,8.347229
18-04-2025 00:38,BTC,SELL,14.81193
29-01-2025 03:03,@107,BUY,0.0
28-04-2025 19:32,BTC,BUY,0.0
24-02-2025 07:17,HYPE,BUY,0.0
29-03-2025 04:17,HYPE,SELL,0.033
23-04-2025 22:00,MELANIA,BUY,1.689086
07-03-2025 00:35,HYPE,BUY,0.0
19-04-2025 02:48,BTC,BUY,0.0
21-11-2024 17:01,ADA,BUY,-0.00504
25-02-2025 22:52,HYPE,BUY,6.340992
22-04-2025 13:33,ZEREBRO,SELL,0.0
29-04-2025 05:48,@142,BUY,0.0
02-02-2025 03:55,BTC,BUY,0.0
21-07-2024 01:24,POPCAT,SELL,0.0
10-03-2025 22:36,HYPE,SELL,-93.807263
24-02-2025 18:51,HYPE,SELL,0.039697
04-03-2025 19:01,BTC,BUY,0.0
24-02-2025 08:56,HYPE,BUY,0.0
25-02-2025 10:06,@107,BUY,0.0
09-03-2025 06:51,SOL,SELL,0.0
23-04-2025 02:00,KAITO,SELL,0.0
03-04-2025 01:46,FARTCOIN,BUY,-117.9633
30-01-2025 19:17,HYPE,BUY,-1.040561
07-02-2025 06:10,@107,BUY,0.0
23-01-2025 05:54,HYPE,SELL,107.559368
27-02-2025 10:57,HYPE,SELL,0.0
23-01-2025 19:03,ANIME,BUY,22.955762
21-04-2025 03:09,PAXG,SELL,0.0
23-04-2025 14:15,BTC,SELL,0.0
29-12-2024 06:06,@107,SELL,762.485931
16-04-2025 10:40,MELANIA,SELL,0.0
05-12-2024 14:45,INJ,SELL,0.0
01-05-2025 09:13,@107,BUY,0.0
26-12-2024 03:05,@125,SELL,-82.451337
21-12-2024 19:47,@107,SELL,62.818242
15-04-2025 01:10,IP,SELL,0.0
22-11-2024 21:47,DOGE,BUY,0.0
08-01-2025 18:35,HYPE,SELL,8.030521
01-12-2024 12:37,kBONK,SELL,0.0
22-04-2025 20:34,POPCAT,SELL,0.0
20-12-2024 06:07,ETH,SELL,109.069275
08-04-2025 02:18,BTC,BUY,0.0
03-01-2025 03:59,HYPE,SELL,0.435598
27-11-2024 17:26,kPEPE,BUY,0.0
14-03-2025 09:50,HYPE,SELL,180.098595
03-12-2024 22:36,@107,BUY,0.0
12-04-2025 02:53,BTC,SELL,3140.769684
06-03-2025 08:42,SOL,SELL,0.0
13-04-2025 06:25,MELANIA,BUY,43.68096
07-04-2025 20:06,HYPE,BUY,0.0
16-11-2024 02:25,BTC,BUY,-0.19912
28-02-2025 09:32,@107,BUY,0.0
02-02-2025 06:52,FARTCOIN,SELL,123.956014
25-02-2025 21:48,HYPE,BUY,23.481705
08-03-2024 23:41,WIF,SELL,12.1604
15-04-2025 23:52,BTC,BUY,0.0
